מס.סידורי,טרנזקציה,תאריך העסקה,שם המוצר,חובה,זכות,חשבון בחובה,חשבון בזכות,גיליון,קישור טרנזקציה
1184,3793729,2025-11-05,Credit card,60.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793729
1185,3793729,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793729
1186,3793731,2025-11-05,Credit card,1860.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793731
1187,3793731,2025-11-05,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793731
1188,3793731,2025-11-05,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793731
1189,3793731,2025-11-05,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793731
1190,3793731,2025-11-05,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793731
1191,3793731,2025-11-05,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793731
1192,3793731,2025-11-05,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793731
1193,3793731,2025-11-05,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793731
1194,3793731,2025-11-05,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793731
1195,3793731,2025-11-05,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793731
1196,3793731,2025-11-05,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793731
1197,3793731,2025-11-05,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793731
1198,3793731,2025-11-05,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793731
1199,3793731,2025-11-05,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793731
1200,3793731,2025-11-05,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793731
1201,3793731,2025-11-05,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793731
1202,3793731,2025-11-05,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793731
1203,3793731,2025-11-05,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793731
1204,3793731,2025-11-05,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793731
1205,3793731,2025-11-05,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793731
1206,3793731,2025-11-05,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793731
1207,3793731,2025-11-05,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793731
1208,3793731,2025-11-05,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,90.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793731
1209,3793731,2025-11-05,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793731
1210,3793731,2025-11-05,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,90.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793731
1211,3793731,2025-11-05,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793731
1212,3793731,2025-11-05,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793731
1213,3793731,2025-11-05,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793731
1214,3793731,2025-11-05,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793731
1215,3793731,2025-11-05,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793731
1216,3793731,2025-11-05,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793731
1217,3793732,2025-11-05,Credit card,120.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793732
1218,3793732,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793732
1219,3793732,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793732
1220,3793734,2025-11-05,Credit card,300.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793734
1221,3793734,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793734
1222,3793734,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793734
1223,3793734,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793734
1224,3793734,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793734
1225,3793734,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793734
1226,3793744,2025-11-05,Credit card,120.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793744
1227,3793744,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793744
1228,3793744,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793744
1229,3793745,2025-11-05,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793745
1230,3793745,2025-11-05,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793745
1231,3793745,2025-11-05,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793745
1232,3793749,2025-11-05,Credit card,120.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793749
1233,3793749,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793749
1234,3793749,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793749
1235,3793750,2025-11-05,Credit card,60.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793750
1236,3793750,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793750
1237,3793751,2025-11-05,Credit card,60.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793751
1238,3793751,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793751
1239,3793756,2025-11-05,Credit card,1200.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793756
1240,3793756,2025-11-05,מנוי לעונת 2025/2026,,600.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793756
1241,3793756,2025-11-05,מנוי לעונת 2025/2026,,600.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793756
1242,3793761,2025-11-05,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793761
1243,3793761,2025-11-05,אירוע חניה עונת 2025/26,,0.0,,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793761
1244,3793762,2025-11-05,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793762
1245,3793762,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793762
1246,3793762,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793762
1247,3793771,2025-11-05,Credit card,60.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793771
1248,3793771,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793771
1249,3793777,2025-11-05,Credit card,240.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793777
1250,3793777,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793777
1251,3793777,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793777
1252,3793777,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793777
1253,3793777,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793777
1254,3793780,2025-11-05,Credit card,180.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793780
1255,3793780,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793780
1256,3793780,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793780
1257,3793780,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793780
1258,3793783,2025-11-05,Credit card,120.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793783
1259,3793783,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793783
1260,3793783,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793783
1261,3793784,2025-11-05,Credit card,120.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793784
1262,3793784,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793784
1263,3793784,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793784
1264,3793788,2025-11-05,Credit card,60.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793788
1265,3793788,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793788
1266,3793789,2025-11-05,Credit card,120.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793789
1267,3793789,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793789
1268,3793789,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793789
1269,3793790,2025-11-05,Credit card,60.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793790
1270,3793790,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793790
1271,3793792,2025-11-05,Credit card,180.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793792
1272,3793792,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793792
1273,3793792,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793792
1274,3793792,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793792
1275,3793794,2025-11-05,Credit card,60.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793794
1276,3793794,2025-11-05,גמר גביע ווינר: הפועל תל אביב,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793794
1277,3793800,2025-11-05,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3793800
