"Installment Ticket Id","InstallmentTransactionId","InstallmentDate","InstallmentValueDate","InstallmentProducts","InstallmentPaymentPrice","InstallmentProductPrice","InstallmentPaymentExtRef","InstallmentProductExtRef","Installments"
"3503991","3791711","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","60","","4242",""
"3503992","3791711","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","60","","4242",""
"3503993","3791711","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","60","","4242",""
"3503988","3791711","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","60","","4242",""
"3503994","3791711","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","60","","4242",""
"","3791742","02/11/2025","02/11/2025","Credit card","148","","70100","",""
"3504009","3791742","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","74","","4242",""
"3504008","3791742","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","74","","4242",""
"","3791881","02/11/2025","02/11/2025","Credit card","188","","70100","","1"
"3504078","3791881","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","94","","4242",""
"3504079","3791881","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","94","","4242",""
"","3791882","02/11/2025","02/11/2025","Cash","0","","70001","",""
"245956","3791882","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","0","","4242",""
"245957","3791882","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","0","","4242",""
"","3791883","02/11/2025","02/11/2025","Cash","0","","70001","",""
"3504081","3791883","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","0","","4242",""
"3504080","3791883","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","0","","4242",""
"","3791888","02/11/2025","02/11/2025","Credit card","60","","70100","",""
"3504091","3791888","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","60","","4242",""
"","3791892","02/11/2025","02/11/2025","Credit card","444","","70100","",""
"3504099","3791892","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","74","","4242",""
"3504097","3791892","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","74","","4242",""
"3504098","3791892","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","74","","4242",""
"3504094","3791892","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","74","","4242",""
"3504095","3791892","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","74","","4242",""
"3504096","3791892","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","74","","4242",""
"","3791893","02/11/2025","02/11/2025","Credit card","200","","70100","","1"
"3504107","3791893","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","50","","4242",""
"3504105","3791893","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","50","","4242",""
"3504106","3791893","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","50","","4242",""
"3504102","3791893","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","50","","4242",""
"","3791894","02/11/2025","02/11/2025","Credit card","-100","","70100","",""
"245958","3791894","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","-50","","4242",""
"245959","3791894","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","-50","","4242",""
"","3791899","02/11/2025","02/11/2025","Credit card","148","","70100","","1"
"3504112","3791899","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","74","","4242",""
"3504113","3791899","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","74","","4242",""
"","3791903","02/11/2025","02/11/2025","Credit card","100","","70100","",""
"3504121","3791903","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","50","","4242",""
"3504120","3791903","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","50","","4242",""
"","3791909","02/11/2025","02/11/2025","Cash","0","","70001","",""
"3504131","3791909","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","0","","4242",""
"3504130","3791909","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","0","","4242",""
"","3791912","02/11/2025","02/11/2025","Credit card","148","","70100","",""
"3504133","3791912","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","74","","4242",""
"3504132","3791912","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","74","","4242",""
"","3791913","02/11/2025","02/11/2025","Credit card","148","","70100","",""
"3504134","3791913","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","74","","4242",""
"3504135","3791913","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","74","","4242",""
"","3791915","02/11/2025","02/11/2025","Credit card","120","","70100","",""
"3504136","3791915","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","60","","4242",""
"3504137","3791915","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","60","","4242",""
"","3791919","02/11/2025","02/11/2025","Credit card","222","","70100","",""
"3504140","3791919","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","74","","4242",""
"3504138","3791919","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","74","","4242",""
"3504139","3791919","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","74","","4242",""
"","3791930","02/11/2025","02/11/2025","Credit card","240","","70100","",""
"3504153","3791930","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","60","","4242",""
"3504154","3791930","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","60","","4242",""
"3504152","3791930","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","60","","4242",""
"3504155","3791930","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","60","","4242",""
"","3791936","02/11/2025","02/11/2025","Credit card","60","","70100","","1"
"3504161","3791936","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","60","","4242",""
"","3791938","02/11/2025","02/11/2025","Credit card","148","","70100","",""
"3504165","3791938","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","74","","4242",""
"3504166","3791938","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","74","","4242",""
"","3791940","02/11/2025","02/11/2025","Credit card","1160","","70100","","1"
"3504168","3791940","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","74","","4242",""
"3504175","3791940","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","134","","4242",""
"3504184","3791940","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","74","","4242",""
"3504178","3791940","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","134","","4242",""
"3504179","3791940","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","134","","4242",""
"3504176","3791940","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","134","","4242",""
"3504180","3791940","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","134","","4242",""
"3504181","3791940","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","134","","4242",""
"3504169","3791940","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","74","","4242",""
"3504177","3791940","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","134","","4242",""
"","3791943","02/11/2025","02/11/2025","Cash","0","","70001","",""
"921615","3791943","02/11/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"245960","3791943","02/11/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3791944","02/11/2025","02/11/2025","Cash","0","","70001","",""
"245961","3791944","02/11/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"921616","3791944","02/11/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3791945","02/11/2025","02/11/2025","Cash","0","","70001","",""
"245962","3791945","02/11/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"921617","3791945","02/11/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3791946","02/11/2025","02/11/2025","Cash","0","","70001","",""
"921618","3791946","02/11/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"245963","3791946","02/11/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3791948","02/11/2025","02/11/2025","Cash","0","","70001","",""
"245964","3791948","02/11/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"921619","3791948","02/11/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3791950","02/11/2025","02/11/2025","Credit card","74","","70100","",""
"3504188","3791950","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","74","","4242",""
"","3791953","02/11/2025","02/11/2025","Credit card","180","","70100","",""
"3504190","3791953","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","60","","4242",""
"3504189","3791953","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","60","","4242",""
"3504191","3791953","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","60","","4242",""
"","3791954","02/11/2025","02/11/2025","Cash","0","","70001","",""
"921620","3791954","02/11/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3791965","02/11/2025","02/11/2025","Credit card","188","","70100","","1"
"3504196","3791965","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","94","","4242",""
"3504197","3791965","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","94","","4242",""
"","3791966","02/11/2025","02/11/2025","Credit card","296","","70100","",""
"3504202","3791966","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","74","","4242",""
"3504204","3791966","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","74","","4242",""
"3504205","3791966","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","74","","4242",""
"3504203","3791966","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","74","","4242",""
"","3791969","02/11/2025","02/11/2025","Credit card","240","","70100","","1"
"3504209","3791969","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","60","","4242",""
"3504210","3791969","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","60","","4242",""
"3504206","3791969","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","60","","4242",""
"3504208","3791969","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","60","","4242",""
"","3791970","02/11/2025","02/11/2025","Credit card","74","","70100","","1"
"3504221","3791970","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","74","","4242",""
"","3791974","02/11/2025","02/11/2025","Credit card","376","","70100","",""
"3504225","3791974","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","94","","4242",""
"3504228","3791974","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","94","","4242",""
"3504227","3791974","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","94","","4242",""
"3504226","3791974","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","94","","4242",""
"","3791976","02/11/2025","02/11/2025","Credit card","-64","","70100","",""
"245965","3791976","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","-64","","4242",""
"","3791977","02/11/2025","02/11/2025","Credit card","134","","70100","",""
"3504229","3791977","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","134","","4242",""
"","3791978","02/11/2025","02/11/2025","Credit card","208","","70100","",""
"3504230","3791978","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","74","","4242",""
"3504231","3791978","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","60","","4242",""
"3504232","3791978","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","74","","4242",""
"","3791980","02/11/2025","02/11/2025","Credit card","-64","","70100","",""
"245966","3791980","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","-64","","4242",""
"","3791981","02/11/2025","02/11/2025","Credit card","-120","","70100","",""
"245967","3791981","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","-60","","4242",""
"245968","3791981","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","-60","","4242",""
"","3791986","02/11/2025","02/11/2025","Credit card","148","","70100","",""
"3504246","3791986","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","74","","4242",""
"3504245","3791986","02/11/2025","","גמר גביע ווינר: הפועל תל אביב","","74","","4242",""
"","3791989","02/11/2025","02/11/2025","Cash","0","","70001","",""
"921621","3791989","02/11/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3791991","02/11/2025","02/11/2025","Cash","0","","70001","",""
"921622","3791991","02/11/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3791996","02/11/2025","02/11/2025","Credit card","60","","70100","","1"
